date,restaurant,category,meal,week,menu_clean
04월 16일,상록원1층식당(솥앤누들),메뉴,,수,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 17일,상록원3층식당,집밥,석식,목,설렁탕 왕만두 두부조림 샐러드 깍두기
04월 17일,누리터 식당(일산캠퍼스),누리밥상,중식,목,스팸제육김치팬라이스 차돌된장찌개 떡갈비 상추겉절이 김치
04월 17일,누리터 식당(일산캠퍼스),,조식뷔페,목,천원의 아침
04월 17일,상록원3층식당,집밥,중식,목,고추장파불고기 치킨가라아게 고사리나물 샐러드 
04월 17일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 17일,상록원2층식당,양식코너,중식,목,품절시까지 치즈롤까스 토마토파스타&마늘빵 까르보나라&마늘빵
04월 17일,누리터 식당(일산캠퍼스),누리밥상,석식,목,설렁탕 치킨너겟 참나물무침 깍두기
04월 17일,상록원2층식당,일품코너,중식,목,품절시까지 청양풍치킨볶음덮밥 요구르트 닭 
04월 17일,상록원3층식당,한그릇(한정판매),중식,목,카레&바싹불고기 핫도그  요플레
04월 18일,누리터 식당(일산캠퍼스),누리밥상,중식,금,오삼불고기덮밥 계란후라이 미니우동&알밥
04월 18일,상록원3층식당,한그릇(한정판매),중식,금,매콤주꾸미비빔밥 치킨까스 
04월 18일,상록원1층식당(솥앤누들),메뉴,,금,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 18일,누리터 식당(일산캠퍼스),,조식뷔페,금,천원의 아침
04월 18일,상록원2층식당,양식코너,중식,금,품절시까지 더블까스 토마토파스타&마늘빵 까르보나라&마늘빵
04월 18일,상록원3층식당,집밥,석식,금,우삼겹숙주덮밥 꼬치어묵국 청경채겉절이 단무지무침 샐러드 
04월 18일,상록원2층식당,일품코너,중식,금,품절시까지 치즈제육덮밥 요구르트 돼지 
04월 18일,상록원3층식당,집밥,중식,금,라면사리만두전골 의성마늘햄구이 세발나물무침 샐러드 
04월 18일,누리터 식당(일산캠퍼스),누리밥상,석식,금,하이라이스 닭강정 단무지 김치
04월 19일,상록원3층식당,집밥,중식,토,삼겹살두루치기덮밥
04월 07일,상록원3층식당,집밥,중식,월,부대찌개 치킨너겟 쑥갓나물 샐러드 
04월 07일,누리터 식당(일산캠퍼스),누리밥상,석식,월,참치마요덮밥 딸기요플레
04월 07일,누리터 식당(일산캠퍼스),누리밥상,중식,월,치즈불닭팬라이스 통등심돈까스
04월 07일,상록원3층식당,집밥,석식,월,된장찌개 삼겹살오븐구이 명이나물 미역줄기볶음 콩나물무침 샐러드 
04월 07일,누리터 식당(일산캠퍼스),,조식뷔페,월,천원의 아침
04월 07일,상록원1층식당(솥앤누들),메뉴,,월,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 07일,상록원2층식당,양식코너,중식,월,순살왕돈까스 토마토파스타&마늘빵 까르보나라&마늘빵
04월 07일,상록원3층식당,한그릇(한정판매),중식,월,강된장제육비빔밥 꼬치어묵국 치킨텐더  요플레
04월 07일,상록원2층식당,일품코너,중식,월,일식커리덮밥 치킨가라아게 요구르트  브라질산
04월 08일,누리터 식당(일산캠퍼스),누리밥상,석식,화,샤브칼국수 쌀밥 김말이튀김 단무지 김치
04월 08일,누리터 식당(일산캠퍼스),누리밥상,중식,화,돼지고기김치찌개 일식커리&치킨가라아게
04월 08일,누리터 식당(일산캠퍼스),,조식뷔페,화,천원의 아침
04월 08일,상록원1층식당(솥앤누들),메뉴,,화,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 08일,상록원2층식당,일품코너,중식,화,스팸김치볶음밥 요구르트 돼지 외국산 
04월 08일,상록원2층식당,양식코너,중식,화,미소카츠 토마토파스타&마늘빵 까르보나라&마늘빵
04월 08일,상록원3층식당,한그릇(한정판매),중식,화,오므라이스&그릴소세지 왕새우튀김 샐러드  마시는요거트
04월 08일,상록원3층식당,집밥,석식,화,돈갈비김치찌개 미니돈까스 도라지무침 샐러드 
04월 08일,상록원3층식당,집밥,중식,화,장각삼계탕 왕만두 아삭이고추된장무침 샐러드 
04월 09일,상록원3층식당,집밥,석식,수,치즈찜닭 매운콩나물국 잡채 두부조림 샐러드 
04월 09일,누리터 식당(일산캠퍼스),,조식뷔페,수,천원의 아침
04월 09일,상록원3층식당,집밥,중식,수,차돌된장찌개 삼겹살두루치기 꽈리고추멸치볶음 가지나물 샐러드 
04월 09일,상록원1층식당(솥앤누들),메뉴,,수,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 09일,상록원2층식당,양식코너,중식,수,눈꽃치즈돈까스 토마토파스타&마늘빵 까르보나라&마늘빵
04월 09일,누리터 식당(일산캠퍼스),누리밥상,중식,수,찹스테이크스파게티 치즈돈까스
04월 09일,누리터 식당(일산캠퍼스),누리밥상,석식,수,스팸김치솥밥 우동국물 단무지 김치 요구르트
04월 09일,상록원2층식당,일품코너,중식,수,매콤제육덮밥 해쉬브라운 돼지 
04월 09일,상록원3층식당,한그릇(한정판매),중식,수,카레&치킨가라아게 롱츄러스 제주감귤주스 
04월 10일,상록원2층식당,양식코너,중식,목,품절시까지 치즈롤까스 토마토파스타&마늘빵 까르보나라&마늘빵
04월 10일,상록원3층식당,집밥,석식,목,닭칼국수 삼겹살수육 무생채 샐러드 
04월 10일,상록원3층식당,집밥,중식,목,돈목살수육국밥 순대찜 매운어묵볶음 샐러드 깍두기
04월 10일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 10일,상록원3층식당,한그릇(한정판매),중식,목,롤치즈돈까스&생선까스 크림스프 샐러드  탄산음료
04월 10일,상록원2층식당,일품코너,중식,목,품절시까지 차슈동  오스트리아산
04월 10일,누리터 식당(일산캠퍼스),,조식뷔페,목,천원의 아침
04월 10일,누리터 식당(일산캠퍼스),누리밥상,중식,목,소불고기뚝배기 마파두부덮밥
04월 10일,누리터 식당(일산캠퍼스),누리밥상,석식,목,꼬치어묵김치우동 쌀밥 찐만두 단무지 김치
04월 11일,누리터 식당(일산캠퍼스),누리밥상,중식,금,색소보로동 단무지 김치 참치주먹밥&라면
04월 11일,상록원3층식당,한그릇(한정판매),중식,금,불고기열무비빔밥 훈제오리 
04월 11일,상록원1층식당(솥앤누들),메뉴,,금,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 11일,누리터 식당(일산캠퍼스),,조식뷔페,금,천원의 아침
04월 11일,상록원3층식당,집밥,석식,금,비비고만두전골 납작떡갈비 시금치나물 샐러드 
04월 11일,상록원2층식당,일품코너,중식,금,등반대회 층 휴무 층 솥앤누들 층 교직원식당 정상 영업
04월 11일,상록원3층식당,집밥,중식,금,돈코츠라멘 계란말이 돌나물오이무침 상추겉절이 
04월 11일,누리터 식당(일산캠퍼스),누리밥상,석식,금,불고기볶음밥 우동국물 떡볶이 단무지 김치
04월 12일,상록원3층식당,집밥,중식,토,소고기국밥
03월 31일,상록원3층식당,집밥,중식,월,소고기된장찌개 두부김치 진미채볶음 시금치나물 도시락김 샐러드 
03월 31일,누리터 식당(일산캠퍼스),누리밥상,석식,월,돈까스덮밥
03월 31일,누리터 식당(일산캠퍼스),누리밥상,중식,월,참치김치덮밥 생선까스 새우튀김우동
03월 31일,상록원3층식당,집밥,석식,월,롤치즈돈까스&생선까스 계란후라이 단무지 샐러드 
03월 31일,누리터 식당(일산캠퍼스),,조식뷔페,월,천원의 아침
03월 31일,상록원1층식당(솥앤누들),메뉴,,월,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀  배추김치 배추 고춧가루 
03월 31일,상록원2층식당,양식코너,중식,월,눈꽃치즈돈까스 토마토파스타 까르보나라
03월 31일,상록원3층식당,한그릇(한정판매),중식,월,치킨데리야끼덮밥 꼬치어묵국 떡볶이 김말이튀김 쿨피스 
03월 31일,상록원2층식당,일품코너,중식,월,햄김치볶음밥 생선까스 요구르트 돼지 
04월 01일,누리터 식당(일산캠퍼스),누리밥상,석식,화,카레덮밥 케이준샐러드
04월 01일,누리터 식당(일산캠퍼스),누리밥상,중식,화,미나리쭈꾸미삼겹비빔밥 얼큰수육국밥
04월 01일,누리터 식당(일산캠퍼스),,조식뷔페,화,천원의 아침
04월 01일,상록원1층식당(솥앤누들),메뉴,,화,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 01일,상록원2층식당,일품코너,중식,화,눈꽃치즈닭갈비덮밥 요구르트 닭 
04월 01일,상록원2층식당,양식코너,중식,화,매콤순살왕돈까스 토마토파스타 까르보나라
04월 01일,상록원3층식당,한그릇(한정판매),중식,화,봄나물비빔밥 수제떡갈비&부추무침 미니츄러스 
04월 01일,상록원3층식당,집밥,중식,화,돈코츠라멘 치킨가라아게 오이부추무침 샐러드 
04월 01일,상록원3층식당,집밥,석식,화,뚝배기치즈닭갈비 탕수육 들깨무나물 샐러드 
04월 02일,상록원3층식당,한그릇(한정판매),중식,수,우삼겹숙주덮밥 비빔막국수 
04월 02일,상록원2층식당,일품코너,중식,수,오므라이스 소세지구이 돼지 
04월 02일,누리터 식당(일산캠퍼스),누리밥상,석식,수,추억의 도시락 핫도그
04월 02일,상록원2층식당,양식코너,중식,수,치즈돈까스 토마토파스타 까르보나라
04월 02일,누리터 식당(일산캠퍼스),,조식뷔페,수,천원의 아침
04월 02일,상록원3층식당,집밥,중식,수,김치가츠나베 계란말이 콩나물무침 샐러드 
04월 02일,누리터 식당(일산캠퍼스),누리밥상,중식,수,숯불제육덮밥 통등심돈까스
04월 02일,상록원3층식당,집밥,석식,수,된장찌개 삼겹살오븐구이 부추무침 매운어묵볶음 도시락김 
04월 02일,상록원1층식당(솥앤누들),메뉴,,수,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 03일,상록원3층식당,집밥,석식,목,강된장제육비빔밥 매운콩나물국 새우까스 청포묵무침 샐러드 
04월 03일,누리터 식당(일산캠퍼스),누리밥상,중식,목,왕새우오므라이스 순대국밥
04월 03일,누리터 식당(일산캠퍼스),,조식뷔페,목,천원의 아침
04월 03일,상록원3층식당,집밥,중식,목,육개장칼국수 의성마늘햄구이 깻잎무침 샐러드 깍두기
04월 03일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 03일,상록원2층식당,양식코너,중식,목,더블까스 토마토파스타 까르보나라
04월 03일,누리터 식당(일산캠퍼스),누리밥상,석식,목,순두부찌개 미니돈까스 새송이파프리카볶음 김치
04월 03일,상록원2층식당,일품코너,중식,목,제육소보로동 김말이튀김 요구르트 돼지 
04월 03일,상록원3층식당,한그릇(한정판매),중식,목,날치알김치볶음밥 닭다리오븐구이 감자고로케 
04월 04일,누리터 식당(일산캠퍼스),누리밥상,중식,금,미트볼스파게티 치즈돈까스
04월 04일,상록원3층식당,한그릇(한정판매),중식,금,치즈돈까스 크림스프 샐러드 탄산음료 
04월 04일,상록원1층식당(솥앤누들),메뉴,,금,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 낙지삼겹솥밥 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  낙지 베트남산 쌀  배추김치 배추 고춧가루 
04월 04일,누리터 식당(일산캠퍼스),,조식뷔페,금,천원의 아침
04월 04일,상록원2층식당,양식코너,중식,금,순살왕돈까스 토마토파스타 까르보나라
04월 04일,상록원3층식당,집밥,석식,금,매콤주꾸미돌솥밥 미니돈까스 계란후라이 샐러드 
04월 04일,상록원2층식당,일품코너,중식,금,갈비채소비빔밥 요구르트  브라질산
04월 04일,상록원3층식당,집밥,중식,금,삼겹살수육쌈밥 미역줄기볶음 도토리묵무침 간장고추지 
04월 04일,누리터 식당(일산캠퍼스),누리밥상,석식,금,오삼불고기덮밥 우동국물 단무지 김치
04월 05일,상록원3층식당,집밥,중식,토,돈목살김치찌개
03월 24일,상록원3층식당,집밥,중식,월,치즈부대찌개 납작떡갈비구이 가지나물 샐러드 
03월 24일,누리터 식당(일산캠퍼스),,조식뷔페,월,천원의 아침
03월 24일,상록원1층식당(솥앤누들),메뉴,,월,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 호주산 스팸 돼지  외국산 돈가스 돼지  쌀  배추김치 배추 고춧가루 
03월 24일,상록원2층식당,뚝배기코너,중식,월,수육국밥 순대국밥 얼큰국밥
03월 24일,상록원2층식당,양식코너,중식,월,눈꽃치즈돈까스 토마토파스타 까르보나라
03월 24일,상록원2층식당,일품코너,중식,월,게살볶음밥 깐풍육 요구르트 돼지 닭 
03월 24일,상록원3층식당,한그릇(한정판매),중식,월,불고기열무비빔밥 왕새우튀김 
03월 24일,누리터 식당(일산캠퍼스),누리밥상,석식,월,숯불소불고기덮밥
03월 24일,누리터 식당(일산캠퍼스),누리밥상,중식,월,돼지고기김치찌개 베이컨마늘볶음밥 핫도그
03월 24일,상록원3층식당,집밥,석식,월,된장찌개 삼겹살오븐구이&부추무침 두부조림 깻잎무침 샐러드 
03월 25일,누리터 식당(일산캠퍼스),누리밥상,중식,화,닭고기데리야끼솥밥 순대국밥
03월 25일,상록원3층식당,집밥,석식,화,장조림버터솥밥 떡볶이 순대찜 샐러드 
03월 25일,상록원3층식당,한그릇(한정판매),중식,화,차슈볶음밥 꼬치어묵국 비비고만두 
03월 25일,상록원1층식당(솥앤누들),메뉴,,화,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 호주산 스팸 돼지  외국산 돈가스 돼지  쌀  배추김치 배추 고춧가루 
03월 25일,누리터 식당(일산캠퍼스),,조식뷔페,화,천원의 아침
03월 25일,누리터 식당(일산캠퍼스),누리밥상,석식,화,날치알김치볶음밥 미역두부장국 탕수육 단무지 깍두기
03월 25일,상록원2층식당,일품코너,중식,화,매콤제육덮밥 치즈스틱 돼지 
03월 25일,상록원2층식당,뚝배기코너,중식,화,수육국밥 순대국밥 얼큰국밥
03월 25일,상록원3층식당,집밥,중식,화,불고기전골 새우까스 베이컨감자채볶음 샐러드 
03월 25일,상록원2층식당,양식코너,중식,화,미소카츠 토마토파스타 까르보나라
03월 26일,상록원2층식당,뚝배기코너,중식,수,수육국밥 순대국밥 얼큰국밥
03월 26일,상록원1층식당(솥앤누들),메뉴,,수,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 호주산 스팸 돼지  외국산 돈가스 돼지  쌀  배추김치 배추 고춧가루 
03월 26일,상록원3층식당,집밥,석식,수,우삼겹솥밥 타코야끼 단무지무침 샐러드 
03월 26일,상록원3층식당,집밥,중식,수,돈수육김치찜 꼬마돈까스 멸치호두볶음 무생채 샐러드
03월 26일,누리터 식당(일산캠퍼스),누리밥상,석식,수,닭칼국수 쌀밥 단무지 배추겉절이
03월 26일,누리터 식당(일산캠퍼스),누리밥상,중식,수,대패삼겹비빔밥 우동&돈까스
03월 26일,상록원2층식당,일품코너,중식,수,불닭마요덮밥 요구르트 닭 
03월 26일,누리터 식당(일산캠퍼스),,조식뷔페,수,천원의 아침
03월 26일,상록원3층식당,한그릇(한정판매),중식,수,오므라이스&치즈롤까스 양상추샐러드 탄산음 
03월 26일,상록원2층식당,양식코너,중식,수,고구마치즈돈까스 토마토파스타 까르보나라
03월 27일,상록원1층식당(솥앤누들),메뉴,,목,삼겹살김치철판 치즈불닭철판 데리야끼치킨솥밥 숯불삼겹솥밥 우삼겹솥밥 콘치즈솥밥 꼬치어묵우동 왕새우튀김우동 우동 돈가스 우동 알밥 철판치즈돈가스 삼겹 돼지 오스트리아산 닭 브라질산 소 미국산 스팸 돼지  외국산 돈가스 돼지  쌀  배추김치 배추 고춧가루 
03월 27일,상록원3층식당,집밥,석식,목,김치가츠나베 계란말이 무나물 샐러드 
